route_csv,segment_count,direct_miles,total_miles
"MSP,DEN,LAS,SFO",3,1588,1722
"MSP,DEN,ORD,SFO",3,1588,3414
"ATL,DEN,SLC",2,1589,1590
"ATL,LAX,DEN,SLC",3,1589,3199
"ATL,DFW,DEN,SLC",3,1589,1763
"ATL,ORD,DEN,SLC",3,1589,1884
"ATL,LAS,DEN,SLC",3,1589,2765
"DEN,SFO,EWR",2,1604,3532
"DEN,LAX,SFO,EWR",3,1604,3764
"DEN,LAS,SFO,EWR",3,1604,3607
"DEN,ORD,SFO,EWR",3,1604,5299
"DEN,ORD,MCO,EWR",3,1604,2830
"DEN,ATL,MCO,EWR",3,1604,2540
"DEN,ATL,FLL,EWR",3,1604,2844
"LGA,ORD,DEN",2,1619,1621
"LGA,ATL,DEN",2,1619,1960
"LGA,ORD,LAX,DEN",3,1619,3339
"LGA,ORD,SFO,DEN",3,1619,3546
"LGA,ORD,PHX,DEN",3,1619,2774
"LGA,ORD,DFW,DEN",3,1619,2176
"LGA,ORD,MSP,DEN",3,1619,1747
"LGA,ORD,ATL,DEN",3,1619,2538
"LGA,ORD,LAS,DEN",3,1619,2875
"LGA,ATL,LAX,DEN",3,1619,3569
"LGA,ATL,DFW,DEN",3,1619,2134
"LGA,ATL,ORD,DEN",3,1619,2255
"LGA,ATL,LAS,DEN",3,1619,3136
"LGA,MIA,ATL,DEN",3,1619,2890
"LGA,FLL,ATL,DEN",3,1619,2855
"JFK,LAX,DEN",2,1625,3336
"JFK,SFO,DEN",2,1625,3553
"JFK,LAX,SFO,DEN",3,1625,3779
"JFK,LAX,ORD,DEN",3,1625,5107
"JFK,LAX,LAS,DEN",3,1625,3339
"JFK,LAX,ATL,DEN",3,1625,5620
"JFK,LAX,DFW,DEN",3,1625,4351
"JFK,LAX,PHX,DEN",3,1625,3446
"JFK,SFO,LAX,DEN",3,1625,3785
"JFK,SFO,ORD,DEN",3,1625,5320
"JFK,SFO,LAS,DEN",3,1625,3628
"SEA,LAX,DFW",2,1659,2188
"SEA,LAX,ORD,DFW",3,1659,3500
"SEA,LAX,DEN,DFW",3,1659,2456
"SEA,LAX,ATL,DFW",3,1659,3631
"SEA,SFO,LAX,DFW",3,1659,2250
"SEA,SFO,ORD,DFW",3,1659,3326
"SEA,SFO,DEN,DFW",3,1659,2286
"SEA,PHX,DEN,DFW",3,1659,2349
"SEA,PHX,ORD,DFW",3,1659,3348
"SEA,PHX,LAX,DFW",3,1659,2711
"SEA,LAS,LAX,DFW",3,1659,2337
"SEA,LAS,DEN,DFW",3,1659,2135
"SEA,LAS,ATL,DFW",3,1659,3344
"SEA,LAS,ORD,DFW",3,1659,3182
"FLL,ATL,DEN",2,1703,1779
"FLL,ATL,LAX,DEN",3,1703,3388
"FLL,ATL,DFW,DEN",3,1703,1953
"FLL,ATL,ORD,DEN",3,1703,2074
"FLL,ATL,LAS,DEN",3,1703,2955
"FLL,EWR,SFO,DEN",3,1703,4596
"FLL,LGA,ORD,DEN",3,1703,2697
"FLL,LGA,ATL,DEN",3,1703,3036
"MIA,ATL,DEN",2,1708,1793
"MIA,LGA,ORD,DEN",3,1708,2718
"MIA,LGA,ATL,DEN",3,1708,3057
"MIA,ATL,LAX,DEN",3,1708,3402
"MIA,ATL,DFW,DEN",3,1708,1967
"MIA,ATL,ORD,DEN",3,1708,2088
"MIA,ATL,LAS,DEN",3,1708,2969
"SEA,LAX,ORD",2,1720,2698
"SEA,SFO,ORD",2,1720,2524
"SEA,PHX,ORD",2,1720,2546
"SEA,LAS,ORD",2,1720,2380
"SEA,LAX,SFO,ORD",3,1720,3137
"SEA,LAX,LAS,ORD",3,1720,2704
"SEA,LAX,DEN,ORD",3,1720,2704
"SEA,LAX,ATL,ORD",3,1720,3506
"SEA,LAX,DFW,ORD",3,1720,2990
"SEA,LAX,PHX,ORD",3,1720,2763
"SEA,SFO,LAX,ORD",3,1720,2760
"SEA,SFO,LAS,ORD",3,1720,2606
"SEA,SFO,DEN,ORD",3,1720,2533
"SEA,PHX,DEN,ORD",3,1720,2596
"SEA,PHX,MSP,ORD",3,1720,2716
"SEA,PHX,LAX,ORD",3,1720,3221
"SEA,LAS,LAX,ORD",3,1720,2847
"SEA,LAS,DEN,ORD",3,1720,2382
"SEA,LAS,SFO,ORD",3,1720,3126
"SEA,LAS,ATL,ORD",3,1720,3218
"SAN,SFO,ORD",2,1723,2292
"SAN,SFO,LAX,ORD",3,1723,2528
"SAN,SFO,LAS,ORD",3,1723,2374
"SAN,SFO,DEN,ORD",3,1723,2301
"LAX,ORD",1,1744,1744
"LAX,SFO,ORD",2,1744,2183
"LAX,LAS,ORD",2,1744,1750
"LAX,DEN,ORD",2,1744,1750
"LAX,ATL,ORD",2,1744,2552
"LAX,DFW,ORD",2,1744,2036
"LAX,PHX,ORD",2,1744,1809
"LAX,SFO,LAS,ORD",3,1744,2265
"LAX,SFO,DEN,ORD",3,1744,2192
"LAX,JFK,SFO,ORD",3,1744,6907
"LAX,LAS,DEN,ORD",3,1744,1752
"LAX,LAS,SFO,ORD",3,1744,2496
"LAX,LAS,ATL,ORD",3,1744,2588
"LAX,DEN,PHX,ORD",3,1744,2903
"LAX,DEN,LAS,ORD",3,1744,3004
"LAX,DEN,SFO,ORD",3,1744,3675
"LAX,DEN,ATL,ORD",3,1744,2666
"LAX,DEN,DFW,ORD",3,1744,2304
"LAX,DEN,MSP,ORD",3,1744,1875
"LAX,SEA,SFO,ORD",3,1744,3478
"LAX,SEA,PHX,ORD",3,1744,3500
"LAX,SEA,LAS,ORD",3,1744,3334
"LAX,ATL,MCO,ORD",3,1744,3355
"LAX,ATL,LGA,ORD",3,1744,3441
"LAX,ATL,DFW,ORD",3,1744,3479
"LAX,ATL,DEN,ORD",3,1744,4033
"LAX,ATL,LAS,ORD",3,1744,5207
"LAX,DFW,ATL,ORD",3,1744,2572
"LAX,DFW,DEN,ORD",3,1744,2764
"LAX,PHX,DEN,ORD",3,1744,1860
"LAX,PHX,MSP,ORD",3,1744,1980
"ATL,LAS",1,1746,1746
"ATL,LAX,LAS",2,1746,2182
"ATL,ORD,LAS",2,1746,2120
"ATL,DEN,LAS",2,1746,1827
"ATL,MCO,ORD,LAS",3,1746,2922
"ATL,LGA,ORD,LAS",3,1746,3009
"ATL,LAX,SFO,LAS",3,1746,2697
"ATL,LAX,ORD,LAS",3,1746,5205
"ATL,LAX,DEN,LAS",3,1746,3436
"ATL,LAX,SEA,LAS",3,1746,3766
"ATL,DFW,LAX,LAS",3,1746,2202
"ATL,DFW,ORD,LAS",3,1746,3047
"ATL,DFW,DEN,LAS",3,1746,2000
"ATL,ORD,LAX,LAS",3,1746,2586
"ATL,ORD,SFO,LAS",3,1746,2865
"ATL,ORD,DEN,LAS",3,1746,2122
"ATL,DEN,LAX,LAS",3,1746,2297
"ATL,DEN,ORD,LAS",3,1746,3601
"ATL,DEN,SFO,LAS",3,1746,2580
"TPA,ATL,LAX,PHX",3,1788,2722
"TPA,ATL,ORD,PHX",3,1788,2451
"TPA,ATL,DEN,PHX",3,1788,2206
"SFO,ORD",1,1846,1846
"SFO,LAX,ORD",2,1846,2082
"SFO,LAS,ORD",2,1846,1928
"SFO,DEN,ORD",2,1846,1855
"SFO,LAX,LAS,ORD",3,1846,2087
"SFO,LAX,DEN,ORD",3,1846,2087
"SFO,LAX,ATL,ORD",3,1846,2889
"SFO,LAX,DFW,ORD",3,1846,2374
"SFO,LAX,PHX,ORD",3,1846,2147
"SFO,LAS,LAX,ORD",3,1846,2394
"SFO,LAS,DEN,ORD",3,1846,1930
"SFO,LAS,ATL,ORD",3,1846,2766
"SFO,JFK,LAX,ORD",3,1846,6805
"SFO,DEN,PHX,ORD",3,1846,3008
"SFO,DEN,LAX,ORD",3,1846,3573
"SFO,DEN,LAS,ORD",3,1846,3109
"SFO,DEN,ATL,ORD",3,1846,2772
"SFO,DEN,DFW,ORD",3,1846,2410
"SFO,DEN,MSP,ORD",3,1846,1981
"SFO,SEA,LAX,ORD",3,1846,3376
"SFO,SEA,PHX,ORD",3,1846,3225
"SFO,SEA,LAS,ORD",3,1846,3059
"SFO,EWR,MCO,ORD",3,1846,4507
"MCO,ORD,PHX",2,1848,2444
"MCO,ATL,LAX,PHX",3,1848,2720
"MCO,ATL,ORD,PHX",3,1848,2449
"MCO,ATL,DEN,PHX",3,1848,2204
"MCO,ORD,LAX,PHX",3,1848,3119
"MCO,ORD,DEN,PHX",3,1848,2495
"MCO,ORD,MSP,PHX",3,1848,2615
"DCA,ATL,DEN,SLC",3,1851,2137
"TPA,ATL,DEN,SLC",3,1887,1996
"ATL,LAX,SFO,SAN",3,1891,2730
"ATL,ORD,SFO,SAN",3,1891,2898
"ATL,DEN,SFO,SAN",3,1891,2612
"ATL,LAS,SFO,SAN",3,1891,2607
"SLC,DEN,ATL,PHL",3,1926,2256
"SLC,DEN,ORD,MCO",3,1930,2284
"SLC,DEN,ATL,MCO",3,1930,1993
"ATL,LAX",1,1946,1946
"ATL,DFW,LAX",2,1946,1966
"ATL,ORD,LAX",2,1946,2350
"ATL,DEN,LAX",2,1946,2061
"ATL,LAS,LAX",2,1946,1982
"ATL,MCO,ORD,LAX",3,1946,3153
"ATL,LGA,ORD,LAX",3,1946,3239
"ATL,DFW,ORD,LAX",3,1946,3277
"ATL,DFW,DEN,LAX",3,1946,2234
"ATL,ORD,SFO,LAX",3,1946,2789
"ATL,ORD,DEN,LAX",3,1946,2355
"ATL,ORD,PHX,LAX",3,1946,2415
"ATL,ORD,DFW,LAX",3,1946,2642
"ATL,ORD,LAS,LAX",3,1946,2356
"ATL,DEN,PHX,LAX",3,1946,2171
"ATL,DEN,LAS,LAX",3,1946,2063
"ATL,DEN,ORD,LAX",3,1946,3832
"ATL,DEN,SFO,LAX",3,1946,2503
"ATL,DEN,DFW,LAX",3,1946,3075
"ATL,LAS,DEN,LAX",3,1946,3236
"ATL,LAS,SFO,LAX",3,1946,2498
"ATL,LAS,SEA,LAX",3,1946,3567
"ATL,LAS,ORD,LAX",3,1946,5005
"EWR,SFO,DEN,SLC",3,1968,3923
"MIA,LGA,ORD,PHX",3,1971,3269
"MIA,ATL,LAX,PHX",3,1971,2911
"MIA,ATL,ORD,PHX",3,1971,2640
"MIA,ATL,DEN,PHX",3,1971,2395
"FLL,ATL,LAX,PHX",3,1972,2897
"FLL,ATL,ORD,PHX",3,1972,2626
"FLL,ATL,DEN,PHX",3,1972,2381
"FLL,LGA,ORD,PHX",3,1972,3248
"DCA,ATL,LAX,PHX",3,1978,2863
"DCA,ATL,ORD,PHX",3,1978,2592
"DCA,ATL,DEN,PHX",3,1978,2348
"LGA,ORD,DEN,SLC",3,1982,2012
"LGA,ATL,DEN,SLC",3,1982,2351
"TPA,ATL,LAS",2,1983,2152
"TPA,ATL,LAX,LAS",3,1983,2588
"TPA,ATL,ORD,LAS",3,1983,2525
"TPA,ATL,DEN,LAS",3,1983,2233
"JFK,LAX,DEN,SLC",3,1989,3727
"JFK,SFO,DEN,SLC",3,1989,3944
"MCO,ATL,LAS",2,2039,2150
"MCO,ORD,LAS",2,2039,2519
"MCO,ATL,LAX,LAS",3,2039,2586
"MCO,ATL,ORD,LAS",3,2039,2523
"MCO,ATL,DEN,LAS",3,2039,2231
"MCO,EWR,SFO,LAS",3,2039,3916
"MCO,PHL,ATL,LAS",3,2039,3274
"MCO,ORD,LAX,LAS",3,2039,2985
"MCO,ORD,SFO,LAS",3,2039,3265
"MCO,ORD,DEN,LAS",3,2039,2521
"MCO,ORD,ATL,LAS",3,2039,3357
"PHL,MCO,ORD,PHX",3,2075,3306
"PHL,ATL,LAX,PHX",3,2075,2982
"PHL,ATL,ORD,PHX",3,2075,2711
"PHL,ATL,DEN,PHX",3,2075,2467
"FLL,ATL,DEN,SLC",3,2083,2170
"MIA,ATL,DEN,SLC",3,2088,2184
"DCA,ATL,LAS",2,2088,2293
"DCA,ATL,LAX,LAS",3,2088,2729
"DCA,ATL,ORD,LAS",3,2088,2667
"DCA,ATL,DEN,LAS",3,2088,2374
"EWR,MCO,ORD,PHX",3,2132,3382
"EWR,SFO,LAX,PHX",3,2132,3272
"EWR,SFO,ORD,PHX",3,2132,5851
"EWR,SFO,DEN,PHX",3,2132,4134
"EWR,SFO,SEA,PHX",3,2132,4350
"ATL,LAX,SFO",2,2138,2283
"ATL,ORD,SFO",2,2138,2451
"ATL,DEN,SFO",2,2138,2166
"ATL,LAS,SFO",2,2138,2160
"ATL,MCO,EWR,SFO",3,2138,3906
"ATL,MCO,ORD,SFO",3,2138,3254
"ATL,FLL,EWR,SFO",3,2138,4210
"ATL,LGA,ORD,SFO",3,2138,3340
"ATL,LAX,JFK,SFO",3,2138,7007
"ATL,LAX,ORD,SFO",3,2138,5537
"ATL,LAX,LAS,SFO",3,2138,2596
"ATL,LAX,DEN,SFO",3,2138,3775
"ATL,LAX,SEA,SFO",3,2138,3578
"ATL,DFW,LAX,SFO",3,2138,2303
"ATL,DFW,ORD,SFO",3,2138,3379
"ATL,DFW,DEN,SFO",3,2138,2339
"ATL,ORD,LAX,SFO",3,2138,2687
"ATL,ORD,DEN,SFO",3,2138,2461
"ATL,ORD,LAS,SFO",3,2138,2534
"ATL,DEN,LAX,SFO",3,2138,2398
"ATL,DEN,LAS,SFO",3,2138,2241
"ATL,DEN,ORD,SFO",3,2138,3933
"ATL,LAS,LAX,SFO",3,2138,2320
"ATL,LAS,DEN,SFO",3,2138,3341
"ATL,LAS,SEA,SFO",3,2138,3291
"ATL,LAS,ORD,SFO",3,2138,5106
"LGA,ORD,PHX",2,2148,2173
"LGA,ORD,LAX,PHX",3,2148,2847
"LGA,ORD,DEN,PHX",3,2148,2223
"LGA,ORD,MSP,PHX",3,2148,2343
"LGA,ATL,LAX,PHX",3,2148,3078
"LGA,ATL,ORD,PHX",3,2148,2807
"LGA,ATL,DEN,PHX",3,2148,2562
"SAN,SFO,ORD,MCO",3,2148,3297
"SAN,SFO,EWR,MCO",3,2148,3949
"JFK,LAX,PHX",2,2153,2844
"JFK,LAX,ORD,PHX",3,2153,5659
"JFK,LAX,DEN,PHX",3,2153,3938
"JFK,LAX,SEA,PHX",3,2153,4535
"JFK,SFO,LAX,PHX",3,2153,3293
"JFK,SFO,ORD,PHX",3,2153,5872
"JFK,SFO,DEN,PHX",3,2153,4154
"JFK,SFO,SEA,PHX",3,2153,4371
"TPA,ATL,LAX",2,2157,2352
"TPA,ATL,DFW,LAX",3,2157,2372
"TPA,ATL,ORD,LAX",3,2157,2756
"TPA,ATL,DEN,LAX",3,2157,2467
"TPA,ATL,LAS,LAX",3,2157,2388
"FLL,ATL,LAS",2,2173,2327
"FLL,ATL,LAX,LAS",3,2173,2763
"FLL,ATL,ORD,LAS",3,2173,2700
"FLL,ATL,DEN,LAS",3,2173,2408
"FLL,EWR,SFO,LAS",3,2173,4043
"FLL,LGA,ORD,LAS",3,2173,3323
"FLL,LGA,ATL,LAS",3,2173,3583
"MIA,ATL,LAS",2,2174,2341
"MIA,LGA,ORD,LAS",3,2174,3344
"MIA,LGA,ATL,LAS",3,2174,3604
"MIA,ATL,LAX,LAS",3,2174,2777
"MIA,ATL,ORD,LAS",3,2174,2714
"MIA,ATL,DEN,LAS",3,2174,2422
"PHL,ATL,LAS",2,2176,2412
"PHL,MCO,ATL,LAS",3,2176,3011
"PHL,MCO,ORD,LAS",3,2176,3380
"PHL,ATL,LAX,LAS",3,2176,2848
"PHL,ATL,ORD,LAS",3,2176,2786
"PHL,ATL,DEN,LAS",3,2176,2493
"ATL,LAX,SEA",2,2181,2900
"ATL,LAS,SEA",2,2181,2613
"ATL,LAX,SFO,SEA",3,2181,2962
"ATL,LAX,LAS,SEA",3,2181,3049
"ATL,LAX,PHX,SEA",3,2181,3423
"ATL,DFW,LAX,SEA",3,2181,2920
"ATL,ORD,LAX,SEA",3,2181,3304
"ATL,ORD,SFO,SEA",3,2181,3130
"ATL,ORD,PHX,SEA",3,2181,3152
"ATL,ORD,LAS,SEA",3,2181,2986
"ATL,DEN,PHX,SEA",3,2181,2907
"ATL,DEN,LAX,SEA",3,2181,3015
"ATL,DEN,LAS,SEA",3,2181,2693
"ATL,DEN,SFO,SEA",3,2181,2844
"ATL,LAS,LAX,SEA",3,2181,2936
"ATL,LAS,SFO,SEA",3,2181,2839
"MCO,ATL,LAX",2,2217,2350
"MCO,ORD,LAX",2,2217,2749
"MCO,ATL,DFW,LAX",3,2217,2369
"MCO,ATL,ORD,LAX",3,2217,2753
"MCO,ATL,DEN,LAX",3,2217,2464
"MCO,ATL,LAS,LAX",3,2217,2386
"MCO,EWR,SFO,LAX",3,2217,3840
"MCO,PHL,ATL,LAX",3,2217,3474
"MCO,ORD,SFO,LAX",3,2217,3188
"MCO,ORD,DEN,LAX",3,2217,2755
"MCO,ORD,PHX,LAX",3,2217,2815
"MCO,ORD,DFW,LAX",3,2217,3041
"MCO,ORD,ATL,LAX",3,2217,3557
"MCO,ORD,LAS,LAX",3,2217,2755
"EWR,SFO,LAS",2,2227,2979
"EWR,MCO,ATL,LAS",3,2227,3087
"EWR,MCO,ORD,LAS",3,2227,3456
"EWR,FLL,ATL,LAS",3,2227,3391
"EWR,SFO,LAX,LAS",3,2227,3138
"EWR,SFO,ORD,LAS",3,2227,5925
"EWR,SFO,DEN,LAS",3,2227,4160
"EWR,SFO,SEA,LAS",3,2227,4110
"LGA,ORD,LAS",2,2242,2247
"LGA,ATL,LAS",2,2242,2508
"LGA,ORD,LAX,LAS",3,2242,2714
"LGA,ORD,SFO,LAS",3,2242,2993
"LGA,ORD,DEN,LAS",3,2242,2249
"LGA,ORD,ATL,LAS",3,2242,3085
"LGA,ATL,LAX,LAS",3,2242,2944
"LGA,ATL,ORD,LAS",3,2242,2881
"LGA,ATL,DEN,LAS",3,2242,2589
"LGA,MIA,ATL,LAS",3,2242,3437
"LGA,FLL,ATL,LAS",3,2242,3402
"JFK,LAX,LAS",2,2247,2711
"JFK,SFO,LAS",2,2247,3000
"JFK,LAX,SFO,LAS",3,2247,3226
"JFK,LAX,ORD,LAS",3,2247,5733
"JFK,LAX,DEN,LAS",3,2247,3964
"JFK,LAX,SEA,LAS",3,2247,4295
"JFK,LAX,ATL,LAS",3,2247,6167
"JFK,SFO,LAX,LAS",3,2247,3159
"JFK,SFO,ORD,LAS",3,2247,5946
"JFK,SFO,DEN,LAS",3,2247,4181
"JFK,SFO,SEA,LAS",3,2247,4131
"FLL,EWR,SFO,SAN",3,2268,4076
"DCA,ATL,LAX",2,2310,2493
"DCA,ATL,DFW,LAX",3,2310,2513
"DCA,ATL,ORD,LAX",3,2310,2897
"DCA,ATL,DEN,LAX",3,2310,2608
"DCA,ATL,LAS,LAX",3,2310,2529
"DCA,ATL,LAX,SEA",3,2328,3447
"DCA,ATL,LAS,SEA",3,2328,3160
"MIA,ATL,LAX",2,2341,2541
"MIA,LGA,ORD,LAX",3,2341,3574
"MIA,LGA,ATL,LAX",3,2341,3804
"MIA,ATL,DFW,LAX",3,2341,2560
"MIA,ATL,ORD,LAX",3,2341,2944
"MIA,ATL,DEN,LAX",3,2341,2655
"MIA,ATL,LAS,LAX",3,2341,2577
"FLL,ATL,LAX",2,2342,2527
"FLL,ATL,DFW,LAX",3,2342,2546
"FLL,ATL,ORD,LAX",3,2342,2931
"FLL,ATL,DEN,LAX",3,2342,2641
"FLL,ATL,LAS,LAX",3,2342,2563
"FLL,EWR,SFO,LAX",3,2342,3967
"FLL,LGA,ORD,LAX",3,2342,3553
"FLL,LGA,ATL,LAX",3,2342,3783
"SEA,LAX,ATL,PHL",3,2378,3566
"SEA,LAS,ATL,PHL",3,2378,3279
"TPA,ATL,LAX,SFO",3,2392,2689
"TPA,ATL,ORD,SFO",3,2392,2857
"TPA,ATL,DEN,SFO",3,2392,2572
"TPA,ATL,LAS,SFO",3,2392,2566
"PHL,ATL,LAX",2,2401,2612
"PHL,MCO,ATL,LAX",3,2401,3211
"PHL,MCO,ORD,LAX",3,2401,3610
"PHL,ATL,DFW,LAX",3,2401,2632
"PHL,ATL,ORD,LAX",3,2401,3016
"PHL,ATL,DEN,LAX",3,2401,2727
"PHL,ATL,LAS,LAX",3,2401,2649
"SEA,SFO,EWR",2,2401,3243
"SEA,LAX,SFO,EWR",3,2401,3856
"SEA,LAS,SFO,EWR",3,2401,3845
"LGA,ORD,LAX,SEA",3,2412,3431
"LGA,ORD,SFO,SEA",3,2412,3257
"LGA,ORD,PHX,SEA",3,2412,3279
"LGA,ORD,LAS,SEA",3,2412,3113
"LGA,ATL,LAX,SEA",3,2412,3661
"LGA,ATL,LAS,SEA",3,2412,3374
"JFK,LAX,SEA",2,2421,3428
"JFK,SFO,SEA",2,2421,3264
"JFK,LAX,SFO,SEA",3,2421,3490
"JFK,LAX,LAS,SEA",3,2421,3577
"JFK,LAX,PHX,SEA",3,2421,3951
"JFK,SFO,LAX,SEA",3,2421,3877
"JFK,SFO,LAS,SEA",3,2421,3866
"SAN,SFO,EWR",2,2425,3011
"LGA,ORD,SFO,SAN",3,2440,3025
"DCA,ATL,LAX,SFO",3,2442,2830
"DCA,ATL,ORD,SFO",3,2442,2999
"DCA,ATL,DEN,SFO",3,2442,2713
"DCA,ATL,LAS,SFO",3,2442,2707
"MCO,EWR,SFO",2,2445,3502
"MCO,ORD,SFO",2,2445,2851
"MCO,ATL,LAX,SFO",3,2445,2687
"MCO,ATL,ORD,SFO",3,2445,2855
"MCO,ATL,DEN,SFO",3,2445,2569
"MCO,ATL,LAS,SFO",3,2445,2564
"MCO,ORD,LAX,SFO",3,2445,3087
"MCO,ORD,DEN,SFO",3,2445,2860
"MCO,ORD,LAS,SFO",3,2445,2933
"JFK,SFO,SAN",2,2445,3032
"JFK,LAX,SFO,SAN",3,2445,3258
"EWR,SFO,LAX",2,2454,2902
"EWR,MCO,ATL,LAX",3,2454,3287
"EWR,MCO,ORD,LAX",3,2454,3687
"EWR,FLL,ATL,LAX",3,2454,3591
"EWR,SFO,ORD,LAX",3,2454,6155
"EWR,SFO,LAS,LAX",3,2454,3215
"EWR,SFO,JFK,LAX",3,2454,7626
"EWR,SFO,DEN,LAX",3,2454,4394
"EWR,SFO,SEA,LAX",3,2454,4197
"LGA,ORD,LAX",2,2469,2477
"LGA,ATL,LAX",2,2469,2707
"LGA,ORD,SFO,LAX",3,2469,2916
"LGA,ORD,DEN,LAX",3,2469,2483
"LGA,ORD,PHX,LAX",3,2469,2543
"LGA,ORD,DFW,LAX",3,2469,2769
"LGA,ORD,ATL,LAX",3,2469,3285
"LGA,ORD,LAS,LAX",3,2469,2483
"LGA,ATL,DFW,LAX",3,2469,2727
"LGA,ATL,ORD,LAX",3,2469,3111
"LGA,ATL,DEN,LAX",3,2469,2822
"LGA,ATL,LAS,LAX",3,2469,2744
"LGA,MIA,ATL,LAX",3,2469,3637
"LGA,FLL,ATL,LAX",3,2469,3602
"JFK,LAX",1,2474,2474
"JFK,SFO,LAX",2,2474,2923
"JFK,SFO,ORD,LAX",3,2474,6176
"JFK,SFO,LAS,LAX",3,2474,3236
"JFK,SFO,DEN,LAX",3,2474,4415
"JFK,SFO,SEA,LAX",3,2474,4218
"SEA,LAX,ATL,TPA",3,2520,3306
"SEA,LAS,ATL,TPA",3,2520,3019
"PHL,MCO,EWR,SFO",3,2521,4364
"PHL,MCO,ORD,SFO",3,2521,3712
"PHL,ATL,LAX,SFO",3,2521,2950
"PHL,ATL,ORD,SFO",3,2521,3118
"PHL,ATL,DEN,SFO",3,2521,2832
"PHL,ATL,LAS,SFO",3,2521,2826
"SEA,LAX,ORD,MCO",3,2553,3703
"SEA,LAX,ATL,MCO",3,2553,3303
"SEA,SFO,ORD,MCO",3,2553,3529
"SEA,SFO,EWR,MCO",3,2553,4181
"SEA,PHX,ORD,MCO",3,2553,3551
"SEA,LAS,ATL,MCO",3,2553,3016
"SEA,LAS,ORD,MCO",3,2553,3385
"EWR,SFO",1,2565,2565
"EWR,MCO,ORD,SFO",3,2565,3788
"LGA,ORD,SFO",2,2579,2579
"LGA,ORD,LAX,SFO",3,2579,2815
"LGA,ORD,DEN,SFO",3,2579,2588
"LGA,ORD,LAS,SFO",3,2579,2661
"LGA,ATL,LAX,SFO",3,2579,3045
"LGA,ATL,ORD,SFO",3,2579,3213
"LGA,ATL,DEN,SFO",3,2579,2927
"LGA,ATL,LAS,SFO",3,2579,2922
"LGA,FLL,EWR,SFO",3,2579,4705
"FLL,EWR,SFO",2,2583,3629
"FLL,ATL,LAX,SFO",3,2583,2864
"FLL,ATL,ORD,SFO",3,2583,3032
"FLL,ATL,DEN,SFO",3,2583,2747
"FLL,ATL,LAS,SFO",3,2583,2741
"FLL,LGA,ORD,SFO",3,2583,3655
"MIA,LGA,ORD,SFO",3,2585,3675
"MIA,ATL,LAX,SFO",3,2585,2878
"MIA,ATL,ORD,SFO",3,2585,3046
"MIA,ATL,DEN,SFO",3,2585,2760
"MIA,ATL,LAS,SFO",3,2585,2755
"JFK,SFO",1,2586,2586
"JFK,LAX,SFO",2,2586,2812
"JFK,LAX,ORD,SFO",3,2586,6065
"JFK,LAX,LAS,SFO",3,2586,3125
"JFK,LAX,DEN,SFO",3,2586,4303
"JFK,LAX,SEA,SFO",3,2586,4107
"FLL,ATL,LAX,SEA",3,2716,3481
"FLL,ATL,LAS,SEA",3,2716,3193
"FLL,EWR,SFO,SEA",3,2716,4308
"MIA,ATL,LAX,SEA",3,2724,3494
"MIA,ATL,LAS,SEA",3,2724,3207
